Classifier 271: 100100100100000100100100 = 6 fitness,0]: 0.27829000000000004 prediction,0]: 276.5343180727898 error,0]: 184.35621204852654 fitness,1]: 0.27829000000000004 prediction,1]: 58.78588161165417 error,1]: 39.19058774110278 Experience: 3 numerisity: 1 weight: ,"1, 0] position: ", 7. 10.]
Classifier 424: 100100001100010100011100 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",4. 3.]
Classifier 425: 100100001100010100011100 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",4. 3.]
Classifier 426: 100100001100010100011100 = 1 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",4. 3.]
Classifier 427: 100100001100010100#11100 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",4. 3.]
Classifier 428: 100100#0110001010001#100 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",4. 3.]
Classifier 429: 1001#0001100010100011100 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",4. 3.]
Classifier 430: 100100001100010100011100 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",4. 3.]
Classifier 431: 100100001#00010100011100 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",4. 3.]
Classifier 390: 100#00##0#00100100100100 = 0 fitness,0]: 0.5290483828334228 prediction,0]: 784.6002733936192 error,0]: 46.51160606414311 fitness,1]: 0.5211060118444797 prediction,1]: 191.36119504404036 error,1]: 11.132759582803082 Experience: 114 numerisity: 1 weight: ,"1, 0] position: ",4. 4.]
Classifier 391: 100100#10100100100100100 = 1 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",4. 4.]
Classifier 392: 100100010100100100100100 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",4. 4.]
Classifier 393: 100100010100100100100100 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",4. 4.]
Classifier 394: 100100010100100100100100 = 2 fitness,0]: 0.109 prediction,0]: 629.6190668542985 error,0]: 0.0 fitness,1]: 0.109 prediction,1]: 144.42713024406632 error,1]: 0.0 Experience: 1 numerisity: 1 weight: ,"1, 0] position: ",4. 4.]
Classifier 395: 1#010001010010010010#10# = 4 fitness,0]: 0.350461 prediction,0]: 497.6811982146944 error,0]: 190.44580363989968 fitness,1]: 0.350461 prediction,1]: 123.95640993164307 error,1]: 39.15241014951687 Experience: 4 numerisity: 1 weight: ,"1, 0] position: ",4. 4.]
Classifier 396: 100100010100100100100100 = 5 fitness,0]: 0.27829000000000004 prediction,0]: 554.7605542021302 error,0]: 56.401311075892146 fitness,1]: 0.27829000000000004 prediction,1]: 137.39729522434328 error,1]: 12.319042002825304 Experience: 3 numerisity: 1 weight: ,"1, 0] position: ",4. 4.]
Classifier 397: 100100010100100100100100 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",4. 4.]
Classifier 398: 100100010100100100100100 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",4. 4.]
Classifier 399: 100#0#010#00100100100100 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",4. 4.]
Classifier 400: 100100010100100100#00100 = 1 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",4. 4.]
Classifier 401: 100100010100100100100100 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",4. 4.]
Classifier 402: 1001000101001001001001#0 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",4. 4.]
Classifier 403: 10010001010#100100100100 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",4. 4.]
Classifier 404: 100100010100100100100100 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",4. 4.]
Classifier 405: 100100010100100100100100 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",4. 4.]
Classifier 406: 1001000101001#010010#100 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",4. 4.]
Classifier 407: 100100010100100100100100 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",4. 4.]
Classifier 408: 1001000101#01001001#0100 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",4. 4.]
Classifier 409: 100100010100100100100#00 = 1 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",4. 4.]
Classifier 410: 10010001010010010#100100 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",4. 4.]
Classifier 84: 10001#100100100100100100 = 5 fitness,0]: 0.9996337113998152 prediction,0]: 815.3094490030219 error,0]: 41.5394284614762 fitness,1]: 0.9996337113998152 prediction,1]: 198.07030398672833 error,1]: 10.345419283611957 Experience: 75 numerisity: 1 weight: ,"1, 0] position: ",4. 5.]
Classifier 85: 1000111#0100100100100100 = 6 fitness,0]: 0.9122569126154403 prediction,0]: 681.1991276723053 error,0]: 171.55990140631835 fitness,1]: 0.9122569126154403 prediction,1]: 164.89897684773146 error,1]: 37.88988913805169 Experience: 23 numerisity: 1 weight: ,"1, 0] position: ",4. 5.]
Classifier 86: 10001110#1001##100100100 = 3 fitness,0]: 0.9724652894450743 prediction,0]: 746.7738550272379 error,0]: 151.5198867365953 fitness,1]: 0.9724652894450743 prediction,1]: 169.94668596255963 error,1]: 32.94155246649198 Experience: 34 numerisity: 1 weight: ,"1, 0] position: ",4. 5.]
Classifier 87: 1#001#10010010010010#100 = 2 fitness,0]: 0.9724652894450743 prediction,0]: 665.38358401218 error,0]: 159.97818753323568 fitness,1]: 0.9724652894450743 prediction,1]: 166.6087722732615 error,1]: 38.449530562291045 Experience: 34 numerisity: 1 weight: ,"1, 0] position: ",4. 5.]
Classifier 88: 100011100100100100100100 = 0 fitness,0]: 0.8662656799503738 prediction,0]: 609.3805529131592 error,0]: 243.50307841797635 fitness,1]: 0.8662656799503738 prediction,1]: 145.1232259949789 error,1]: 55.4324274508255 Experience: 19 numerisity: 1 weight: ,"1, 0] position: ",4. 5.]
Classifier 89: 10001#100100100100100100 = 1 fitness,0]: 0.9210312213538963 prediction,0]: 638.070156662913 error,0]: 221.23018272766296 fitness,1]: 0.9210312213538963 prediction,1]: 151.94941391082082 error,1]: 45.49443075007885 Experience: 24 numerisity: 1 weight: ,"1, 0] position: ",4. 5.]
Classifier 90: 100011100#00100100100100 = 4 fitness,0]: 0.9799271960054592 prediction,0]: 788.5752492018719 error,0]: 135.3210779943273 fitness,1]: 0.9799271960054592 prediction,1]: 182.33826921030618 error,1]: 31.156607777378365 Experience: 37 numerisity: 1 weight: ,"1, 0] position: ",4. 5.]
Classifier 91: 100011100100100100100100 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",4. 5.]
Classifier 92: 1000111#01#0100100100100 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",4. 5.]
Classifier 93: 10001110010010010#100100 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",4. 5.]
Classifier 94: 1000111001001001#0100100 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",4. 5.]
Classifier 95: 1000111001001#0100100100 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",4. 5.]
Classifier 96: 1000111001001001001001#0 = 1 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",4. 5.]
Classifier 97: 100011100100100100100100 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",4. 5.]
Classifier 98: #000111001001#0100100100 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",4. 5.]
Classifier 99: 100011100100100100#00100 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",4. 5.]
Classifier 100: 10001110010010#100100100 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",4. 5.]
Classifier 101: 10001110010010010010010# = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",4. 5.]
Classifier 102: 100011100100100#00100#00 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",4. 5.]
Classifier 103: 10001110010010010010#100 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",4. 5.]
Classifier 104: 10001#100100100100100100 = 1 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",4. 5.]
Classifier 105: 100100100100100100011100 = 6 fitness,0]: 0.9975596156420914 prediction,0]: 757.5529870827485 error,0]: 69.38394291600795 fitness,1]: 0.9975596156420914 prediction,1]: 182.18636029938574 error,1]: 18.008762351202563 Experience: 57 numerisity: 1 weight: ,"1, 0] position: ",4. 6.]
Classifier 106: 100100100100100100011#00 = 2 fitness,0]: 0.9819344764049133 prediction,0]: 715.2394198758527 error,0]: 136.75076701378183 fitness,1]: 0.9819344764049133 prediction,1]: 174.04289137112073 error,1]: 30.79600063559865 Experience: 38 numerisity: 1 weight: ,"1, 0] position: ",4. 6.]
Classifier 107: 10010#1#0100100100#11100 = 1 fitness,0]: 0.9903992400751035 prediction,0]: 845.8426992738192 error,0]: 78.47733118037712 fitness,1]: 0.9903992400751035 prediction,1]: 190.00310937471545 error,1]: 18.87015040550344 Experience: 44 numerisity: 1 weight: ,"1, 0] position: ",4. 6.]
Classifier 108: 100100100100100100##1100 = 5 fitness,0]: 0.9837410287644219 prediction,0]: 704.3107380123477 error,0]: 129.06553228464074 fitness,1]: 0.9837410287644219 prediction,1]: 170.80154705485336 error,1]: 29.251818594797236 Experience: 39 numerisity: 1 weight: ,"1, 0] position: ",4. 6.]
Classifier 109: 1001001001001001000111#0 = 4 fitness,0]: 0.9999995681389794 prediction,0]: 869.0317550972086 error,0]: 37.905521804445975 fitness,1]: 0.9999995681389794 prediction,1]: 197.97139722216136 error,1]: 5.931766249177023 Experience: 139 numerisity: 1 weight: ,"1, 0] position: ",4. 6.]
Classifier 110: 1001001001001001000111#0 = 3 fitness,0]: 0.9930010460147505 prediction,0]: 764.5699002285314 error,0]: 114.09890288009063 fitness,1]: 0.9930010460147505 prediction,1]: 177.6255658514928 error,1]: 25.127782535561273 Experience: 47 numerisity: 1 weight: ,"1, 0] position: ",4. 6.]
Classifier 111: 100100100100100100011100 = 0 fitness,0]: 0.9622294779767824 prediction,0]: 703.9457212280665 error,0]: 123.63523385567858 fitness,1]: 0.9622294779767824 prediction,1]: 165.36368970247145 error,1]: 28.736173957884834 Experience: 31 numerisity: 1 weight: ,"1, 0] position: ",4. 6.]
Classifier 112: 100##0100100100100011100 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",4. 6.]
Classifier 113: 100100100100100100011100 = 1 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",4. 6.]
Classifier 114: 1#0100100#00100100011100 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",4. 6.]
Classifier 115: 1001001001#0100100011100 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",4. 6.]
Classifier 116: 10010010010010010#011100 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",4. 6.]
Classifier 117: 10010#10010010010001110# = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",4. 6.]
Classifier 118: #00100100#001#010001#100 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",4. 6.]
Classifier 119: 1001001001001001###11100 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",4. 6.]
Classifier 120: 1001001#0100100100011100 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",4. 6.]
Classifier 121: 10010#1001001001#0011100 = 1 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",4. 6.]
Classifier 122: 10010#100100100100011100 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",4. 6.]
Classifier 123: 1#0100100100100100011100 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",4. 6.]
Classifier 124: 1#01001001001001000#1100 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",4. 6.]
Classifier 125: 100100100100100100011100 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",4. 6.]
Classifier 493: 01000100110000110#001001 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",5. 1.]
Classifier 494: 0100010011000##100001001 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",5. 1.]
Classifier 495: 010001001100001100001001 = 3 fitness,0]: 0.109 prediction,0]: 0.0 error,0]: 0.0 fitness,1]: 0.109 prediction,1]: 0.0 error,1]: 0.0 Experience: 1 numerisity: 1 weight: ,"1, 0] position: ",5. 1.]
Classifier 496: 0100010011#0001100001001 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",5. 1.]
Classifier 497: 01000100110000110#001001 = 1 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",5. 1.]
Classifier 498: 0100#1001100001100001001 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"1, 0] position: ",5. 1.]
Classifier 499: 010#01001#00#011000010#1 = 2 fitness,0]: 0.1981 prediction,0]: 726.3714940030192 error,0]: 14.694721351120336 fitness,1]: 0.1981 prediction,1]: 179.73305591161778 error,1]: 4.90411827880196 Experience: 2 numerisity: 1 weight: ,"1, 0] position: ",5. 1.]
Classifier 500: 01000100110000#100001001 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",5. 1.]
Classifier 501: 010#01001100001100001001 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",5. 1.]
Classifier 502: 0100010#110000110000#001 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",5. 1.]
Classifier 503: 0100010011000011000#1001 = 1 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",5. 1.]
Classifier 504: 0##00100110#0011000010#1 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",5. 1.]
Classifier 505: #10001001100001100#01001 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",5. 1.]
Classifier 506: 0100010011000011#000#001 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",5. 1.]
Classifier 507: 01000#00110###1100001001 = 4 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",5. 1.]
Classifier 508: 010#01#011000#110000100# = 1 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",5. 1.]
Classifier 509: 010001001100001100001001 = 0 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",5. 1.]
Classifier 510: 0100#10#1100#01100001001 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",5. 1.]
Classifier 511: 010001#01100001100001001 = 6 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",5. 1.]
Classifier 512: 010001001100001100001#01 = 3 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",5. 1.]
Classifier 513: 0100010011000011000#1001 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0, 1] position: ",5. 1.]
Classifier 432: 1000100100#1000100100100 = 4 fitness,0]: 0.47387341000000005 prediction,0]: 565.7195553420355 error,0]: 91.34798082048805 fitness,1]: 0.47387341000000005 prediction,1]: 147.39070135665395 error,1]: 21.170801328944037 Experience: 6 numerisity: 1 weight: ,"1, 0] position: ",5. 4.]
Classifier 433: 100010#10011000100100100 = 0 fitness,0]: 0.27829000000000004 prediction,0]: 244.35987359925463 error,0]: 141.06082205508773 fitness,1]: 0.27829000000000004 prediction,1]: 66.80716552176989 error,1]: 35.28871826622142 Experience: 3 numerisity: 1 weight: ,"1, 0] position: ",5. 4.]
Classifier 434: 1000#00100110001001001#0 = 3 fitness,0]: 0.5264860690000001 prediction,0]: 532.3771685126803 error,0]: 201.49323413438364 fitness,1]: 0.5264860690000001 prediction,1]: 130.40490740643077 error,1]: 48.295893018282264 Experience: 7 numerisity: 1 weight: ,"1, 0] position: ",5. 4.]
Classifier 435: 100010010011000100100100 = 6 fitness,0]: 0.5264860690000001 prediction,0]: 556.584222576166 error,0]: 140.41349267989762 fitness,1]: 0.5264860690000001 prediction,1]: 136.13187305653247 error,1]: 32.04497609651219 Experience: 7 numerisity: 1 weight: ,"1, 0] position: ",5. 4.]
Classifier 436: 100010010011000100100100 = 5 fitness,0]: 0.6164537158900001 prediction,0]: 727.8229475899468 error,0]: 54.09636132365287 fitness,1]: 0.6164537158900001 prediction,1]: 178.8673766471698 error,1]: 16.798809441685002 Experience: 9 numerisity: 1 weight: ,"1, 0] position: ",5. 4.]
Classifier 437: 100010010#1100#100100100 = 1 fitness,0]: 0.5264860690000001 prediction,0]: 604.8031042383916 error,0]: 191.1052205419127 fitness,1]: 0.5264860690000001 prediction,1]: 140.7059446070433 error,1]: 37.31099837657234 Experience: 7 numerisity: 1 weight: ,"1, 0] position: ",5. 4.]
Classifier 438: 10#010#100110#010010#100 = 2 fitness,0]: 0.27829000000000004 prediction,0]: 584.400809721999 error,0]: 48.06994961195994 fitness,1]: 0.27829000000000004 prediction,1]: 144.57785482779488 error,1]: 10.01971639602279 Experience: 3 numerisity: 1 weight: ,"1, 0] position: ",5. 4.]
Classifier 439: 100010010011000100100100 = 5 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",5. 4.]
Classifier 440: 100010010011#001001001#0 = 1 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",5. 4.]
Classifier 441: 100010010011000100100100 = 2 fitness,0]: 0.01 prediction,0]: 0.0 error,0]: 0.01 fitness,1]: 0.01 prediction,1]: 0.0 error,1]: 0.01 Experience: 0 numerisity: 1 weight: ,"0.5, 0.5] position: ",5. 4.]
